set	dll	api	function	canonical	target_id	params	public	reason
downlevel	SHLWAPI.dll	UI.Shell	SHRegGetUSValueA	win32.api.shlwapi.SHRegGetUSValueA	fn__shlwapi__SHRegGetUSValueA	8	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHRegGetUSValueW	win32.api.shlwapi.SHRegGetUSValueW	fn__shlwapi__SHRegGetUSValueW	8	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHRegSetUSValueA	win32.api.shlwapi.SHRegSetUSValueA	fn__shlwapi__SHRegSetUSValueA	6	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHRegSetUSValueW	win32.api.shlwapi.SHRegSetUSValueW	fn__shlwapi__SHRegSetUSValueW	6	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHRegGetIntW	win32.api.shlwapi.SHRegGetIntW	fn__shlwapi__SHRegGetIntW	3	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHRegGetBoolUSValueA	win32.api.shlwapi.SHRegGetBoolUSValueA	fn__shlwapi__SHRegGetBoolUSValueA	4	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHRegGetBoolUSValueW	win32.api.shlwapi.SHRegGetBoolUSValueW	fn__shlwapi__SHRegGetBoolUSValueW	4	yes	
downlevel	SHLWAPI.dll	UI.Shell	AssocCreate	win32.api.shlwapi.AssocCreate	fn__shlwapi__AssocCreate	3	yes	
downlevel	SHLWAPI.dll	UI.Shell	AssocQueryStringA	win32.api.shlwapi.AssocQueryStringA	fn__shlwapi__AssocQueryStringA	6	yes	
downlevel	SHLWAPI.dll	UI.Shell	AssocQueryStringW	win32.api.shlwapi.AssocQueryStringW	fn__shlwapi__AssocQueryStringW	6	yes	
downlevel	SHLWAPI.dll	UI.Shell	AssocQueryStringByKeyA	win32.api.shlwapi.AssocQueryStringByKeyA	fn__shlwapi__AssocQueryStringByKeyA	6	yes	
downlevel	SHLWAPI.dll	UI.Shell	AssocQueryStringByKeyW	win32.api.shlwapi.AssocQueryStringByKeyW	fn__shlwapi__AssocQueryStringByKeyW	6	yes	
downlevel	SHLWAPI.dll	UI.Shell	AssocQueryKeyA	win32.api.shlwapi.AssocQueryKeyA	fn__shlwapi__AssocQueryKeyA	5	yes	
downlevel	SHLWAPI.dll	UI.Shell	AssocQueryKeyW	win32.api.shlwapi.AssocQueryKeyW	fn__shlwapi__AssocQueryKeyW	5	yes	
downlevel	SHLWAPI.dll	UI.Shell	AssocIsDangerous	win32.api.shlwapi.AssocIsDangerous	fn__shlwapi__AssocIsDangerous	1	yes	
downlevel	SHLWAPI.dll	UI.Shell	AssocGetPerceivedType	win32.api.shlwapi.AssocGetPerceivedType	fn__shlwapi__AssocGetPerceivedType	4	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHOpenRegStreamA	win32.api.shlwapi.SHOpenRegStreamA	fn__shlwapi__SHOpenRegStreamA	4	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHOpenRegStreamW	win32.api.shlwapi.SHOpenRegStreamW	fn__shlwapi__SHOpenRegStreamW	4	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHOpenRegStream2A	win32.api.shlwapi.SHOpenRegStream2A	fn__shlwapi__SHOpenRegStream2A	4	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHOpenRegStream2W	win32.api.shlwapi.SHOpenRegStream2W	fn__shlwapi__SHOpenRegStream2W	4	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHCreateStreamOnFileA	win32.api.shlwapi.SHCreateStreamOnFileA	fn__shlwapi__SHCreateStreamOnFileA	3	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHCreateStreamOnFileW	win32.api.shlwapi.SHCreateStreamOnFileW	fn__shlwapi__SHCreateStreamOnFileW	3	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHCreateStreamOnFileEx	win32.api.shlwapi.SHCreateStreamOnFileEx	fn__shlwapi__SHCreateStreamOnFileEx	6	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHCreateMemStream	win32.api.shlwapi.SHCreateMemStream	fn__shlwapi__SHCreateMemStream	2	yes	
downlevel	SHLWAPI.dll	UI.Shell	GetAcceptLanguagesA	win32.api.shlwapi.GetAcceptLanguagesA	fn__shlwapi__GetAcceptLanguagesA	2	yes	
downlevel	SHLWAPI.dll	UI.Shell	GetAcceptLanguagesW	win32.api.shlwapi.GetAcceptLanguagesW	fn__shlwapi__GetAcceptLanguagesW	2	yes	
downlevel	SHLWAPI.dll	UI.Shell	IUnknown_Set	win32.api.shlwapi.IUnknown_Set	fn__shlwapi__IUnknown_Set	2	yes	
downlevel	SHLWAPI.dll	UI.Shell	IUnknown_AtomicRelease	win32.api.shlwapi.IUnknown_AtomicRelease	fn__shlwapi__IUnknown_AtomicRelease	1	yes	
downlevel	SHLWAPI.dll	UI.Shell	IUnknown_GetWindow	win32.api.shlwapi.IUnknown_GetWindow	fn__shlwapi__IUnknown_GetWindow	2	yes	
downlevel	SHLWAPI.dll	UI.Shell	IUnknown_SetSite	win32.api.shlwapi.IUnknown_SetSite	fn__shlwapi__IUnknown_SetSite	2	yes	
downlevel	SHLWAPI.dll	UI.Shell	IUnknown_GetSite	win32.api.shlwapi.IUnknown_GetSite	fn__shlwapi__IUnknown_GetSite	3	yes	
downlevel	SHLWAPI.dll	UI.Shell	IUnknown_QueryService	win32.api.shlwapi.IUnknown_QueryService	fn__shlwapi__IUnknown_QueryService	4	yes	
downlevel	SHLWAPI.dll	UI.Shell	IStream_Read	win32.api.shlwapi.IStream_Read	fn__shlwapi__IStream_Read	3	yes	
downlevel	SHLWAPI.dll	UI.Shell	IStream_Write	win32.api.shlwapi.IStream_Write	fn__shlwapi__IStream_Write	3	yes	
downlevel	SHLWAPI.dll	UI.Shell	IStream_Reset	win32.api.shlwapi.IStream_Reset	fn__shlwapi__IStream_Reset	1	yes	
downlevel	SHLWAPI.dll	UI.Shell	IStream_Size	win32.api.shlwapi.IStream_Size	fn__shlwapi__IStream_Size	2	yes	
downlevel	SHLWAPI.dll	UI.Shell	ConnectToConnectionPoint	win32.api.shlwapi.ConnectToConnectionPoint	fn__shlwapi__ConnectToConnectionPoint	6	yes	
downlevel	SHLWAPI.dll	UI.Shell	IStream_ReadPidl	win32.api.shlwapi.IStream_ReadPidl	fn__shlwapi__IStream_ReadPidl	2	yes	
downlevel	SHLWAPI.dll	UI.Shell	IStream_WritePidl	win32.api.shlwapi.IStream_WritePidl	fn__shlwapi__IStream_WritePidl	2	yes	
downlevel	SHLWAPI.dll	UI.Shell	IStream_ReadStr	win32.api.shlwapi.IStream_ReadStr	fn__shlwapi__IStream_ReadStr	2	yes	
downlevel	SHLWAPI.dll	UI.Shell	IStream_WriteStr	win32.api.shlwapi.IStream_WriteStr	fn__shlwapi__IStream_WriteStr	2	yes	
downlevel	SHLWAPI.dll	UI.Shell	IStream_Copy	win32.api.shlwapi.IStream_Copy	fn__shlwapi__IStream_Copy	3	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHGetViewStatePropertyBag	win32.api.shlwapi.SHGetViewStatePropertyBag	fn__shlwapi__SHGetViewStatePropertyBag	5	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHFormatDateTimeA	win32.api.shlwapi.SHFormatDateTimeA	fn__shlwapi__SHFormatDateTimeA	4	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHFormatDateTimeW	win32.api.shlwapi.SHFormatDateTimeW	fn__shlwapi__SHFormatDateTimeW	4	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHAnsiToUnicode	win32.api.shlwapi.SHAnsiToUnicode	fn__shlwapi__SHAnsiToUnicode	3	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHAnsiToAnsi	win32.api.shlwapi.SHAnsiToAnsi	fn__shlwapi__SHAnsiToAnsi	3	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHUnicodeToAnsi	win32.api.shlwapi.SHUnicodeToAnsi	fn__shlwapi__SHUnicodeToAnsi	3	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHUnicodeToUnicode	win32.api.shlwapi.SHUnicodeToUnicode	fn__shlwapi__SHUnicodeToUnicode	3	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHMessageBoxCheckA	win32.api.shlwapi.SHMessageBoxCheckA	fn__shlwapi__SHMessageBoxCheckA	6	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHMessageBoxCheckW	win32.api.shlwapi.SHMessageBoxCheckW	fn__shlwapi__SHMessageBoxCheckW	6	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHSendMessageBroadcastA	win32.api.shlwapi.SHSendMessageBroadcastA	fn__shlwapi__SHSendMessageBroadcastA	3	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHSendMessageBroadcastW	win32.api.shlwapi.SHSendMessageBroadcastW	fn__shlwapi__SHSendMessageBroadcastW	3	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHStripMneumonicA	win32.api.shlwapi.SHStripMneumonicA	fn__shlwapi__SHStripMneumonicA	1	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHStripMneumonicW	win32.api.shlwapi.SHStripMneumonicW	fn__shlwapi__SHStripMneumonicW	1	yes	
downlevel	SHLWAPI.dll	UI.Shell	IsOS	win32.api.shlwapi.IsOS	fn__shlwapi__IsOS	1	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHGlobalCounterGetValue	win32.api.shlwapi.SHGlobalCounterGetValue	fn__shlwapi__SHGlobalCounterGetValue	1	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHGlobalCounterIncrement	win32.api.shlwapi.SHGlobalCounterIncrement	fn__shlwapi__SHGlobalCounterIncrement	1	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHGlobalCounterDecrement	win32.api.shlwapi.SHGlobalCounterDecrement	fn__shlwapi__SHGlobalCounterDecrement	1	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHAllocShared	win32.api.shlwapi.SHAllocShared	fn__shlwapi__SHAllocShared	3	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHFreeShared	win32.api.shlwapi.SHFreeShared	fn__shlwapi__SHFreeShared	2	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHLockShared	win32.api.shlwapi.SHLockShared	fn__shlwapi__SHLockShared	2	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHUnlockShared	win32.api.shlwapi.SHUnlockShared	fn__shlwapi__SHUnlockShared	1	yes	
downlevel	SHLWAPI.dll	UI.Shell	WhichPlatform	win32.api.shlwapi.WhichPlatform	fn__shlwapi__WhichPlatform	0	yes	
downlevel	SHLWAPI.dll	UI.Shell	QISearch	win32.api.shlwapi.QISearch	fn__shlwapi__QISearch	4	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHIsLowMemoryMachine	win32.api.shlwapi.SHIsLowMemoryMachine	fn__shlwapi__SHIsLowMemoryMachine	1	yes	
downlevel	SHLWAPI.dll	UI.Shell	GetMenuPosFromID	win32.api.shlwapi.GetMenuPosFromID	fn__shlwapi__GetMenuPosFromID	2	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHGetInverseCMAP	win32.api.shlwapi.SHGetInverseCMAP	fn__shlwapi__SHGetInverseCMAP	2	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHAutoComplete	win32.api.shlwapi.SHAutoComplete	fn__shlwapi__SHAutoComplete	2	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHCreateThreadRef	win32.api.shlwapi.SHCreateThreadRef	fn__shlwapi__SHCreateThreadRef	2	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHSetThreadRef	win32.api.shlwapi.SHSetThreadRef	fn__shlwapi__SHSetThreadRef	1	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHGetThreadRef	win32.api.shlwapi.SHGetThreadRef	fn__shlwapi__SHGetThreadRef	1	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHSkipJunction	win32.api.shlwapi.SHSkipJunction	fn__shlwapi__SHSkipJunction	2	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHCreateThread	win32.api.shlwapi.SHCreateThread	fn__shlwapi__SHCreateThread	4	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHCreateThreadWithHandle	win32.api.shlwapi.SHCreateThreadWithHandle	fn__shlwapi__SHCreateThreadWithHandle	5	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHReleaseThreadRef	win32.api.shlwapi.SHReleaseThreadRef	fn__shlwapi__SHReleaseThreadRef	0	yes	
downlevel	SHLWAPI.dll	UI.Shell	SHCreateShellPalette	win32.api.shlwapi.SHCreateShellPalette	fn__shlwapi__SHCreateShellPalette	1	yes	
downlevel	SHLWAPI.dll	UI.Shell	ColorRGBToHLS	win32.api.shlwapi.ColorRGBToHLS	fn__shlwapi__ColorRGBToHLS	4	yes	
downlevel	SHLWAPI.dll	UI.Shell	ColorHLSToRGB	win32.api.shlwapi.ColorHLSToRGB	fn__shlwapi__ColorHLSToRGB	3	yes	
downlevel	SHLWAPI.dll	UI.Shell	ColorAdjustLuma	win32.api.shlwapi.ColorAdjustLuma	fn__shlwapi__ColorAdjustLuma	3	yes	
downlevel	SHLWAPI.dll	UI.Shell	IsInternetESCEnabled	win32.api.shlwapi.IsInternetESCEnabled	fn__shlwapi__IsInternetESCEnabled	0	yes	
downlevel	hlink.dll	UI.Shell	HlinkCreateFromMoniker	win32.api.hlink.HlinkCreateFromMoniker	fn__hlink__HlinkCreateFromMoniker	8	yes	
downlevel	hlink.dll	UI.Shell	HlinkCreateFromString	win32.api.hlink.HlinkCreateFromString	fn__hlink__HlinkCreateFromString	8	yes	
downlevel	hlink.dll	UI.Shell	HlinkCreateFromData	win32.api.hlink.HlinkCreateFromData	fn__hlink__HlinkCreateFromData	6	yes	
downlevel	hlink.dll	UI.Shell	HlinkQueryCreateFromData	win32.api.hlink.HlinkQueryCreateFromData	fn__hlink__HlinkQueryCreateFromData	1	yes	
downlevel	hlink.dll	UI.Shell	HlinkClone	win32.api.hlink.HlinkClone	fn__hlink__HlinkClone	5	yes	
downlevel	hlink.dll	UI.Shell	HlinkCreateBrowseContext	win32.api.hlink.HlinkCreateBrowseContext	fn__hlink__HlinkCreateBrowseContext	3	yes	
downlevel	hlink.dll	UI.Shell	HlinkNavigateToStringReference	win32.api.hlink.HlinkNavigateToStringReference	fn__hlink__HlinkNavigateToStringReference	9	yes	
downlevel	hlink.dll	UI.Shell	HlinkNavigate	win32.api.hlink.HlinkNavigate	fn__hlink__HlinkNavigate	6	yes	
downlevel	hlink.dll	UI.Shell	HlinkOnNavigate	win32.api.hlink.HlinkOnNavigate	fn__hlink__HlinkOnNavigate	7	yes	
downlevel	hlink.dll	UI.Shell	HlinkUpdateStackItem	win32.api.hlink.HlinkUpdateStackItem	fn__hlink__HlinkUpdateStackItem	6	yes	
downlevel	hlink.dll	UI.Shell	HlinkOnRenameDocument	win32.api.hlink.HlinkOnRenameDocument	fn__hlink__HlinkOnRenameDocument	4	yes	
downlevel	hlink.dll	UI.Shell	HlinkResolveMonikerForData	win32.api.hlink.HlinkResolveMonikerForData	fn__hlink__HlinkResolveMonikerForData	7	yes	
downlevel	hlink.dll	UI.Shell	HlinkResolveStringForData	win32.api.hlink.HlinkResolveStringForData	fn__hlink__HlinkResolveStringForData	7	yes	
downlevel	hlink.dll	UI.Shell	HlinkParseDisplayName	win32.api.hlink.HlinkParseDisplayName	fn__hlink__HlinkParseDisplayName	5	yes	
downlevel	hlink.dll	UI.Shell	HlinkCreateExtensionServices	win32.api.hlink.HlinkCreateExtensionServices	fn__hlink__HlinkCreateExtensionServices	7	yes	
downlevel	hlink.dll	UI.Shell	HlinkPreprocessMoniker	win32.api.hlink.HlinkPreprocessMoniker	fn__hlink__HlinkPreprocessMoniker	3	yes	
downlevel	hlink.dll	UI.Shell	OleSaveToStreamEx	win32.api.hlink.OleSaveToStreamEx	fn__hlink__OleSaveToStreamEx	3	yes	
downlevel	hlink.dll	UI.Shell	HlinkSetSpecialReference	win32.api.hlink.HlinkSetSpecialReference	fn__hlink__HlinkSetSpecialReference	2	yes	
downlevel	hlink.dll	UI.Shell	HlinkGetSpecialReference	win32.api.hlink.HlinkGetSpecialReference	fn__hlink__HlinkGetSpecialReference	2	yes	
downlevel	hlink.dll	UI.Shell	HlinkCreateShortcut	win32.api.hlink.HlinkCreateShortcut	fn__hlink__HlinkCreateShortcut	6	yes	
downlevel	hlink.dll	UI.Shell	HlinkCreateShortcutFromMoniker	win32.api.hlink.HlinkCreateShortcutFromMoniker	fn__hlink__HlinkCreateShortcutFromMoniker	7	yes	
downlevel	hlink.dll	UI.Shell	HlinkCreateShortcutFromString	win32.api.hlink.HlinkCreateShortcutFromString	fn__hlink__HlinkCreateShortcutFromString	7	yes	
downlevel	hlink.dll	UI.Shell	HlinkResolveShortcut	win32.api.hlink.HlinkResolveShortcut	fn__hlink__HlinkResolveShortcut	6	yes	
downlevel	hlink.dll	UI.Shell	HlinkResolveShortcutToMoniker	win32.api.hlink.HlinkResolveShortcutToMoniker	fn__hlink__HlinkResolveShortcutToMoniker	3	yes	
downlevel	hlink.dll	UI.Shell	HlinkResolveShortcutToString	win32.api.hlink.HlinkResolveShortcutToString	fn__hlink__HlinkResolveShortcutToString	3	yes	
downlevel	hlink.dll	UI.Shell	HlinkIsShortcut	win32.api.hlink.HlinkIsShortcut	fn__hlink__HlinkIsShortcut	1	yes	
downlevel	hlink.dll	UI.Shell	HlinkGetValueFromParams	win32.api.hlink.HlinkGetValueFromParams	fn__hlink__HlinkGetValueFromParams	3	yes	
downlevel	hlink.dll	UI.Shell	HlinkTranslateURL	win32.api.hlink.HlinkTranslateURL	fn__hlink__HlinkTranslateURL	3	yes	
apisets	api-ms-win-core-path-l1-1-0.dll	UI.Shell	PathIsUNCEx	win32.api.api_ms_win_core_path_l1_1_0.PathIsUNCEx	fn__api_ms_win_core_path_l1_1_0__PathIsUNCEx	2	yes	
apisets	api-ms-win-core-path-l1-1-0.dll	UI.Shell	PathCchIsRoot	win32.api.api_ms_win_core_path_l1_1_0.PathCchIsRoot	fn__api_ms_win_core_path_l1_1_0__PathCchIsRoot	1	yes	
apisets	api-ms-win-core-path-l1-1-0.dll	UI.Shell	PathCchAddBackslashEx	win32.api.api_ms_win_core_path_l1_1_0.PathCchAddBackslashEx	fn__api_ms_win_core_path_l1_1_0__PathCchAddBackslashEx	4	yes	
apisets	api-ms-win-core-path-l1-1-0.dll	UI.Shell	PathCchAddBackslash	win32.api.api_ms_win_core_path_l1_1_0.PathCchAddBackslash	fn__api_ms_win_core_path_l1_1_0__PathCchAddBackslash	2	yes	
apisets	api-ms-win-core-path-l1-1-0.dll	UI.Shell	PathCchRemoveBackslashEx	win32.api.api_ms_win_core_path_l1_1_0.PathCchRemoveBackslashEx	fn__api_ms_win_core_path_l1_1_0__PathCchRemoveBackslashEx	4	yes	
apisets	api-ms-win-core-path-l1-1-0.dll	UI.Shell	PathCchRemoveBackslash	win32.api.api_ms_win_core_path_l1_1_0.PathCchRemoveBackslash	fn__api_ms_win_core_path_l1_1_0__PathCchRemoveBackslash	2	yes	
apisets	api-ms-win-core-path-l1-1-0.dll	UI.Shell	PathCchSkipRoot	win32.api.api_ms_win_core_path_l1_1_0.PathCchSkipRoot	fn__api_ms_win_core_path_l1_1_0__PathCchSkipRoot	2	yes	
apisets	api-ms-win-core-path-l1-1-0.dll	UI.Shell	PathCchStripToRoot	win32.api.api_ms_win_core_path_l1_1_0.PathCchStripToRoot	fn__api_ms_win_core_path_l1_1_0__PathCchStripToRoot	2	yes	
apisets	api-ms-win-core-path-l1-1-0.dll	UI.Shell	PathCchRemoveFileSpec	win32.api.api_ms_win_core_path_l1_1_0.PathCchRemoveFileSpec	fn__api_ms_win_core_path_l1_1_0__PathCchRemoveFileSpec	2	yes	
apisets	api-ms-win-core-path-l1-1-0.dll	UI.Shell	PathCchFindExtension	win32.api.api_ms_win_core_path_l1_1_0.PathCchFindExtension	fn__api_ms_win_core_path_l1_1_0__PathCchFindExtension	3	yes	
apisets	api-ms-win-core-path-l1-1-0.dll	UI.Shell	PathCchAddExtension	win32.api.api_ms_win_core_path_l1_1_0.PathCchAddExtension	fn__api_ms_win_core_path_l1_1_0__PathCchAddExtension	3	yes	
apisets	api-ms-win-core-path-l1-1-0.dll	UI.Shell	PathCchRenameExtension	win32.api.api_ms_win_core_path_l1_1_0.PathCchRenameExtension	fn__api_ms_win_core_path_l1_1_0__PathCchRenameExtension	3	yes	
apisets	api-ms-win-core-path-l1-1-0.dll	UI.Shell	PathCchRemoveExtension	win32.api.api_ms_win_core_path_l1_1_0.PathCchRemoveExtension	fn__api_ms_win_core_path_l1_1_0__PathCchRemoveExtension	2	yes	
apisets	api-ms-win-core-path-l1-1-0.dll	UI.Shell	PathCchCanonicalizeEx	win32.api.api_ms_win_core_path_l1_1_0.PathCchCanonicalizeEx	fn__api_ms_win_core_path_l1_1_0__PathCchCanonicalizeEx	4	yes	
apisets	api-ms-win-core-path-l1-1-0.dll	UI.Shell	PathCchCanonicalize	win32.api.api_ms_win_core_path_l1_1_0.PathCchCanonicalize	fn__api_ms_win_core_path_l1_1_0__PathCchCanonicalize	3	yes	
apisets	api-ms-win-core-path-l1-1-0.dll	UI.Shell	PathCchCombineEx	win32.api.api_ms_win_core_path_l1_1_0.PathCchCombineEx	fn__api_ms_win_core_path_l1_1_0__PathCchCombineEx	5	yes	
apisets	api-ms-win-core-path-l1-1-0.dll	UI.Shell	PathCchCombine	win32.api.api_ms_win_core_path_l1_1_0.PathCchCombine	fn__api_ms_win_core_path_l1_1_0__PathCchCombine	4	yes	
apisets	api-ms-win-core-path-l1-1-0.dll	UI.Shell	PathCchAppendEx	win32.api.api_ms_win_core_path_l1_1_0.PathCchAppendEx	fn__api_ms_win_core_path_l1_1_0__PathCchAppendEx	4	yes	
apisets	api-ms-win-core-path-l1-1-0.dll	UI.Shell	PathCchAppend	win32.api.api_ms_win_core_path_l1_1_0.PathCchAppend	fn__api_ms_win_core_path_l1_1_0__PathCchAppend	3	yes	
apisets	api-ms-win-core-path-l1-1-0.dll	UI.Shell	PathCchStripPrefix	win32.api.api_ms_win_core_path_l1_1_0.PathCchStripPrefix	fn__api_ms_win_core_path_l1_1_0__PathCchStripPrefix	2	yes	
apisets	api-ms-win-core-path-l1-1-0.dll	UI.Shell	PathAllocCombine	win32.api.api_ms_win_core_path_l1_1_0.PathAllocCombine	fn__api_ms_win_core_path_l1_1_0__PathAllocCombine	4	yes	
apisets	api-ms-win-core-path-l1-1-0.dll	UI.Shell	PathAllocCanonicalize	win32.api.api_ms_win_core_path_l1_1_0.PathAllocCanonicalize	fn__api_ms_win_core_path_l1_1_0__PathAllocCanonicalize	3	yes	
apisets	api-ms-win-core-psm-appnotify-l1-1-0.dll	UI.Shell	RegisterAppStateChangeNotification	win32.api.api_ms_win_core_psm_appnotify_l1_1_0.RegisterAppStateChangeNotification	fn__api_ms_win_core_psm_appnotify_l1_1_0__RegisterAppStateChangeNotification	3	yes	
apisets	api-ms-win-core-psm-appnotify-l1-1-0.dll	UI.Shell	UnregisterAppStateChangeNotification	win32.api.api_ms_win_core_psm_appnotify_l1_1_0.UnregisterAppStateChangeNotification	fn__api_ms_win_core_psm_appnotify_l1_1_0__UnregisterAppStateChangeNotification	1	yes	
apisets	api-ms-win-core-psm-appnotify-l1-1-1.dll	UI.Shell	RegisterAppConstrainedChangeNotification	win32.api.api_ms_win_core_psm_appnotify_l1_1_1.RegisterAppConstrainedChangeNotification	fn__api_ms_win_core_psm_appnotify_l1_1_1__RegisterAppConstrainedChangeNotification	3	yes	
apisets	api-ms-win-core-psm-appnotify-l1-1-1.dll	UI.Shell	UnregisterAppConstrainedChangeNotification	win32.api.api_ms_win_core_psm_appnotify_l1_1_1.UnregisterAppConstrainedChangeNotification	fn__api_ms_win_core_psm_appnotify_l1_1_1__UnregisterAppConstrainedChangeNotification	1	yes	
downlevel	PROPSYS.dll	UI.Shell.PropertiesSystem	PropVariantToWinRTPropertyValue	win32.api.propsys.PropVariantToWinRTPropertyValue	fn__propsys__PropVariantToWinRTPropertyValue	3	yes	
downlevel	PROPSYS.dll	UI.Shell.PropertiesSystem	WinRTPropertyValueToPropVariant	win32.api.propsys.WinRTPropertyValueToPropVariant	fn__propsys__WinRTPropertyValueToPropVariant	2	yes	
downlevel	PROPSYS.dll	UI.Shell.PropertiesSystem	PSFormatForDisplay	win32.api.propsys.PSFormatForDisplay	fn__propsys__PSFormatForDisplay	5	yes	
downlevel	PROPSYS.dll	UI.Shell.PropertiesSystem	PSFormatForDisplayAlloc	win32.api.propsys.PSFormatForDisplayAlloc	fn__propsys__PSFormatForDisplayAlloc	4	yes	
downlevel	PROPSYS.dll	UI.Shell.PropertiesSystem	PSFormatPropertyValue	win32.api.propsys.PSFormatPropertyValue	fn__propsys__PSFormatPropertyValue	4	yes	
downlevel	PROPSYS.dll	UI.Shell.PropertiesSystem	PSGetImageReferenceForValue	win32.api.propsys.PSGetImageReferenceForValue	fn__propsys__PSGetImageReferenceForValue	3	yes	
downlevel	PROPSYS.dll	UI.Shell.PropertiesSystem	PSStringFromPropertyKey	win32.api.propsys.PSStringFromPropertyKey	fn__propsys__PSStringFromPropertyKey	3	yes	
downlevel	PROPSYS.dll	UI.Shell.PropertiesSystem	PSPropertyKeyFromString	win32.api.propsys.PSPropertyKeyFromString	fn__propsys__PSPropertyKeyFromString	2	yes	
downlevel	PROPSYS.dll	UI.Shell.PropertiesSystem	PSCreateMemoryPropertyStore	win32.api.propsys.PSCreateMemoryPropertyStore	fn__propsys__PSCreateMemoryPropertyStore	2	yes	
downlevel	PROPSYS.dll	UI.Shell.PropertiesSystem	PSCreateDelayedMultiplexPropertyStore	win32.api.propsys.PSCreateDelayedMultiplexPropertyStore	fn__propsys__PSCreateDelayedMultiplexPropertyStore	6	yes	
downlevel	PROPSYS.dll	UI.Shell.PropertiesSystem	PSCreateMultiplexPropertyStore	win32.api.propsys.PSCreateMultiplexPropertyStore	fn__propsys__PSCreateMultiplexPropertyStore	4	yes	
downlevel	PROPSYS.dll	UI.Shell.PropertiesSystem	PSCreatePropertyChangeArray	win32.api.propsys.PSCreatePropertyChangeArray	fn__propsys__PSCreatePropertyChangeArray	6	yes	
downlevel	PROPSYS.dll	UI.Shell.PropertiesSystem	PSCreateSimplePropertyChange	win32.api.propsys.PSCreateSimplePropertyChange	fn__propsys__PSCreateSimplePropertyChange	5	yes	
downlevel	PROPSYS.dll	UI.Shell.PropertiesSystem	PSGetPropertyDescription	win32.api.propsys.PSGetPropertyDescription	fn__propsys__PSGetPropertyDescription	3	yes	
downlevel	PROPSYS.dll	UI.Shell.PropertiesSystem	PSGetPropertyDescriptionByName	win32.api.propsys.PSGetPropertyDescriptionByName	fn__propsys__PSGetPropertyDescriptionByName	3	yes	
downlevel	PROPSYS.dll	UI.Shell.PropertiesSystem	PSLookupPropertyHandlerCLSID	win32.api.propsys.PSLookupPropertyHandlerCLSID	fn__propsys__PSLookupPropertyHandlerCLSID	2	yes	
downlevel	PROPSYS.dll	UI.Shell.PropertiesSystem	PSGetItemPropertyHandler	win32.api.propsys.PSGetItemPropertyHandler	fn__propsys__PSGetItemPropertyHandler	4	yes	
downlevel	PROPSYS.dll	UI.Shell.PropertiesSystem	PSGetItemPropertyHandlerWithCreateObject	win32.api.propsys.PSGetItemPropertyHandlerWithCreateObject	fn__propsys__PSGetItemPropertyHandlerWithCreateObject	5	yes	
downlevel	PROPSYS.dll	UI.Shell.PropertiesSystem	PSGetPropertyValue	win32.api.propsys.PSGetPropertyValue	fn__propsys__PSGetPropertyValue	3	yes	
