set	dll	api	function	canonical	target_id	params	public	reason
downlevel	DirectML.dll	AI.MachineLearning.DirectML	DMLCreateDevice	win32.api.directml.DMLCreateDevice	fn__directml__DMLCreateDevice	4	yes	
downlevel	DirectML.dll	AI.MachineLearning.DirectML	DMLCreateDevice1	win32.api.directml.DMLCreateDevice1	fn__directml__DMLCreateDevice1	5	yes	
downlevel	winml.dll	AI.MachineLearning.WinML	WinMLCreateRuntime	win32.api.winml.WinMLCreateRuntime	fn__winml__WinMLCreateRuntime	1	yes	
downlevel	windows.ai.machinelearning.dll	AI.MachineLearning.WinML	MLCreateOperatorRegistry	win32.api.windows_ai_machinelearning.MLCreateOperatorRegistry	fn__windows_ai_machinelearning__MLCreateOperatorRegistry	1	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMSetGlobalOptions	win32.api.msdrm.DRMSetGlobalOptions	fn__msdrm__DRMSetGlobalOptions	3	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetClientVersion	win32.api.msdrm.DRMGetClientVersion	fn__msdrm__DRMGetClientVersion	1	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMInitEnvironment	win32.api.msdrm.DRMInitEnvironment	fn__msdrm__DRMInitEnvironment	7	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMLoadLibrary	win32.api.msdrm.DRMLoadLibrary	fn__msdrm__DRMLoadLibrary	5	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMCreateEnablingPrincipal	win32.api.msdrm.DRMCreateEnablingPrincipal	fn__msdrm__DRMCreateEnablingPrincipal	6	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMCloseHandle	win32.api.msdrm.DRMCloseHandle	fn__msdrm__DRMCloseHandle	1	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMCloseEnvironmentHandle	win32.api.msdrm.DRMCloseEnvironmentHandle	fn__msdrm__DRMCloseEnvironmentHandle	1	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMDuplicateHandle	win32.api.msdrm.DRMDuplicateHandle	fn__msdrm__DRMDuplicateHandle	2	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMDuplicateEnvironmentHandle	win32.api.msdrm.DRMDuplicateEnvironmentHandle	fn__msdrm__DRMDuplicateEnvironmentHandle	2	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMRegisterRevocationList	win32.api.msdrm.DRMRegisterRevocationList	fn__msdrm__DRMRegisterRevocationList	2	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMCheckSecurity	win32.api.msdrm.DRMCheckSecurity	fn__msdrm__DRMCheckSecurity	2	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMRegisterContent	win32.api.msdrm.DRMRegisterContent	fn__msdrm__DRMRegisterContent	1	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMEncrypt	win32.api.msdrm.DRMEncrypt	fn__msdrm__DRMEncrypt	6	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMDecrypt	win32.api.msdrm.DRMDecrypt	fn__msdrm__DRMDecrypt	6	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMCreateBoundLicense	win32.api.msdrm.DRMCreateBoundLicense	fn__msdrm__DRMCreateBoundLicense	5	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMCreateEnablingBitsDecryptor	win32.api.msdrm.DRMCreateEnablingBitsDecryptor	fn__msdrm__DRMCreateEnablingBitsDecryptor	5	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMCreateEnablingBitsEncryptor	win32.api.msdrm.DRMCreateEnablingBitsEncryptor	fn__msdrm__DRMCreateEnablingBitsEncryptor	5	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMAttest	win32.api.msdrm.DRMAttest	fn__msdrm__DRMAttest	5	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetTime	win32.api.msdrm.DRMGetTime	fn__msdrm__DRMGetTime	3	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetInfo	win32.api.msdrm.DRMGetInfo	fn__msdrm__DRMGetInfo	5	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetEnvironmentInfo	win32.api.msdrm.DRMGetEnvironmentInfo	fn__msdrm__DRMGetEnvironmentInfo	5	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetProcAddress	win32.api.msdrm.DRMGetProcAddress	fn__msdrm__DRMGetProcAddress	3	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetBoundLicenseObjectCount	win32.api.msdrm.DRMGetBoundLicenseObjectCount	fn__msdrm__DRMGetBoundLicenseObjectCount	3	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetBoundLicenseObject	win32.api.msdrm.DRMGetBoundLicenseObject	fn__msdrm__DRMGetBoundLicenseObject	4	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetBoundLicenseAttributeCount	win32.api.msdrm.DRMGetBoundLicenseAttributeCount	fn__msdrm__DRMGetBoundLicenseAttributeCount	3	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetBoundLicenseAttribute	win32.api.msdrm.DRMGetBoundLicenseAttribute	fn__msdrm__DRMGetBoundLicenseAttribute	6	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMCreateClientSession	win32.api.msdrm.DRMCreateClientSession	fn__msdrm__DRMCreateClientSession	5	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMIsActivated	win32.api.msdrm.DRMIsActivated	fn__msdrm__DRMIsActivated	3	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMActivate	win32.api.msdrm.DRMActivate	fn__msdrm__DRMActivate	6	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetServiceLocation	win32.api.msdrm.DRMGetServiceLocation	fn__msdrm__DRMGetServiceLocation	6	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMCreateLicenseStorageSession	win32.api.msdrm.DRMCreateLicenseStorageSession	fn__msdrm__DRMCreateLicenseStorageSession	6	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMAddLicense	win32.api.msdrm.DRMAddLicense	fn__msdrm__DRMAddLicense	3	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMAcquireAdvisories	win32.api.msdrm.DRMAcquireAdvisories	fn__msdrm__DRMAcquireAdvisories	4	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMEnumerateLicense	win32.api.msdrm.DRMEnumerateLicense	fn__msdrm__DRMEnumerateLicense	6	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMAcquireLicense	win32.api.msdrm.DRMAcquireLicense	fn__msdrm__DRMAcquireLicense	7	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMDeleteLicense	win32.api.msdrm.DRMDeleteLicense	fn__msdrm__DRMDeleteLicense	2	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMCloseSession	win32.api.msdrm.DRMCloseSession	fn__msdrm__DRMCloseSession	1	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMDuplicateSession	win32.api.msdrm.DRMDuplicateSession	fn__msdrm__DRMDuplicateSession	2	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetSecurityProvider	win32.api.msdrm.DRMGetSecurityProvider	fn__msdrm__DRMGetSecurityProvider	5	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMEncode	win32.api.msdrm.DRMEncode	fn__msdrm__DRMEncode	5	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMDecode	win32.api.msdrm.DRMDecode	fn__msdrm__DRMDecode	4	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMConstructCertificateChain	win32.api.msdrm.DRMConstructCertificateChain	fn__msdrm__DRMConstructCertificateChain	4	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMParseUnboundLicense	win32.api.msdrm.DRMParseUnboundLicense	fn__msdrm__DRMParseUnboundLicense	2	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMCloseQueryHandle	win32.api.msdrm.DRMCloseQueryHandle	fn__msdrm__DRMCloseQueryHandle	1	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetUnboundLicenseObjectCount	win32.api.msdrm.DRMGetUnboundLicenseObjectCount	fn__msdrm__DRMGetUnboundLicenseObjectCount	3	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetUnboundLicenseObject	win32.api.msdrm.DRMGetUnboundLicenseObject	fn__msdrm__DRMGetUnboundLicenseObject	4	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetUnboundLicenseAttributeCount	win32.api.msdrm.DRMGetUnboundLicenseAttributeCount	fn__msdrm__DRMGetUnboundLicenseAttributeCount	3	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetUnboundLicenseAttribute	win32.api.msdrm.DRMGetUnboundLicenseAttribute	fn__msdrm__DRMGetUnboundLicenseAttribute	6	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetCertificateChainCount	win32.api.msdrm.DRMGetCertificateChainCount	fn__msdrm__DRMGetCertificateChainCount	2	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMDeconstructCertificateChain	win32.api.msdrm.DRMDeconstructCertificateChain	fn__msdrm__DRMDeconstructCertificateChain	4	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMVerify	win32.api.msdrm.DRMVerify	fn__msdrm__DRMVerify	8	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMCreateUser	win32.api.msdrm.DRMCreateUser	fn__msdrm__DRMCreateUser	4	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMCreateRight	win32.api.msdrm.DRMCreateRight	fn__msdrm__DRMCreateRight	7	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMCreateIssuanceLicense	win32.api.msdrm.DRMCreateIssuanceLicense	fn__msdrm__DRMCreateIssuanceLicense	8	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMAddRightWithUser	win32.api.msdrm.DRMAddRightWithUser	fn__msdrm__DRMAddRightWithUser	3	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMClearAllRights	win32.api.msdrm.DRMClearAllRights	fn__msdrm__DRMClearAllRights	1	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMSetMetaData	win32.api.msdrm.DRMSetMetaData	fn__msdrm__DRMSetMetaData	7	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMSetUsagePolicy	win32.api.msdrm.DRMSetUsagePolicy	fn__msdrm__DRMSetUsagePolicy	11	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMSetRevocationPoint	win32.api.msdrm.DRMSetRevocationPoint	fn__msdrm__DRMSetRevocationPoint	8	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMSetApplicationSpecificData	win32.api.msdrm.DRMSetApplicationSpecificData	fn__msdrm__DRMSetApplicationSpecificData	4	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMSetNameAndDescription	win32.api.msdrm.DRMSetNameAndDescription	fn__msdrm__DRMSetNameAndDescription	5	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMSetIntervalTime	win32.api.msdrm.DRMSetIntervalTime	fn__msdrm__DRMSetIntervalTime	2	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetIssuanceLicenseTemplate	win32.api.msdrm.DRMGetIssuanceLicenseTemplate	fn__msdrm__DRMGetIssuanceLicenseTemplate	3	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetSignedIssuanceLicense	win32.api.msdrm.DRMGetSignedIssuanceLicense	fn__msdrm__DRMGetSignedIssuanceLicense	10	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetSignedIssuanceLicenseEx	win32.api.msdrm.DRMGetSignedIssuanceLicenseEx	fn__msdrm__DRMGetSignedIssuanceLicenseEx	11	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMClosePubHandle	win32.api.msdrm.DRMClosePubHandle	fn__msdrm__DRMClosePubHandle	1	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMDuplicatePubHandle	win32.api.msdrm.DRMDuplicatePubHandle	fn__msdrm__DRMDuplicatePubHandle	2	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetUserInfo	win32.api.msdrm.DRMGetUserInfo	fn__msdrm__DRMGetUserInfo	7	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetRightInfo	win32.api.msdrm.DRMGetRightInfo	fn__msdrm__DRMGetRightInfo	5	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetRightExtendedInfo	win32.api.msdrm.DRMGetRightExtendedInfo	fn__msdrm__DRMGetRightExtendedInfo	6	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetUsers	win32.api.msdrm.DRMGetUsers	fn__msdrm__DRMGetUsers	3	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetUserRights	win32.api.msdrm.DRMGetUserRights	fn__msdrm__DRMGetUserRights	4	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetMetaData	win32.api.msdrm.DRMGetMetaData	fn__msdrm__DRMGetMetaData	13	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetApplicationSpecificData	win32.api.msdrm.DRMGetApplicationSpecificData	fn__msdrm__DRMGetApplicationSpecificData	6	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetIssuanceLicenseInfo	win32.api.msdrm.DRMGetIssuanceLicenseInfo	fn__msdrm__DRMGetIssuanceLicenseInfo	10	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetRevocationPoint	win32.api.msdrm.DRMGetRevocationPoint	fn__msdrm__DRMGetRevocationPoint	12	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetUsagePolicy	win32.api.msdrm.DRMGetUsagePolicy	fn__msdrm__DRMGetUsagePolicy	16	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetNameAndDescription	win32.api.msdrm.DRMGetNameAndDescription	fn__msdrm__DRMGetNameAndDescription	7	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetOwnerLicense	win32.api.msdrm.DRMGetOwnerLicense	fn__msdrm__DRMGetOwnerLicense	3	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMGetIntervalTime	win32.api.msdrm.DRMGetIntervalTime	fn__msdrm__DRMGetIntervalTime	2	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMRepair	win32.api.msdrm.DRMRepair	fn__msdrm__DRMRepair	0	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMRegisterProtectedWindow	win32.api.msdrm.DRMRegisterProtectedWindow	fn__msdrm__DRMRegisterProtectedWindow	2	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMIsWindowProtected	win32.api.msdrm.DRMIsWindowProtected	fn__msdrm__DRMIsWindowProtected	2	yes	
downlevel	msdrm.dll	Data.RightsManagement	DRMAcquireIssuanceLicenseTemplate	win32.api.msdrm.DRMAcquireIssuanceLicenseTemplate	fn__msdrm__DRMAcquireIssuanceLicenseTemplate	7	yes	
downlevel	XmlLite.dll	Data.Xml.XmlLite	CreateXmlReader	win32.api.xmllite.CreateXmlReader	fn__xmllite__CreateXmlReader	3	yes	
downlevel	XmlLite.dll	Data.Xml.XmlLite	CreateXmlReaderInputWithEncodingCodePage	win32.api.xmllite.CreateXmlReaderInputWithEncodingCodePage	fn__xmllite__CreateXmlReaderInputWithEncodingCodePage	6	yes	
downlevel	XmlLite.dll	Data.Xml.XmlLite	CreateXmlReaderInputWithEncodingName	win32.api.xmllite.CreateXmlReaderInputWithEncodingName	fn__xmllite__CreateXmlReaderInputWithEncodingName	6	yes	
downlevel	XmlLite.dll	Data.Xml.XmlLite	CreateXmlWriter	win32.api.xmllite.CreateXmlWriter	fn__xmllite__CreateXmlWriter	3	yes	
downlevel	XmlLite.dll	Data.Xml.XmlLite	CreateXmlWriterOutputWithEncodingCodePage	win32.api.xmllite.CreateXmlWriterOutputWithEncodingCodePage	fn__xmllite__CreateXmlWriterOutputWithEncodingCodePage	4	yes	
downlevel	XmlLite.dll	Data.Xml.XmlLite	CreateXmlWriterOutputWithEncodingName	win32.api.xmllite.CreateXmlWriterOutputWithEncodingName	fn__xmllite__CreateXmlWriterOutputWithEncodingName	4	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	AllJoynConnectToBus	win32.api.msajapi.AllJoynConnectToBus	fn__msajapi__AllJoynConnectToBus	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	AllJoynCloseBusHandle	win32.api.msajapi.AllJoynCloseBusHandle	fn__msajapi__AllJoynCloseBusHandle	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	AllJoynSendToBus	win32.api.msajapi.AllJoynSendToBus	fn__msajapi__AllJoynSendToBus	5	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	AllJoynReceiveFromBus	win32.api.msajapi.AllJoynReceiveFromBus	fn__msajapi__AllJoynReceiveFromBus	5	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	AllJoynEventSelect	win32.api.msajapi.AllJoynEventSelect	fn__msajapi__AllJoynEventSelect	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	AllJoynEnumEvents	win32.api.msajapi.AllJoynEnumEvents	fn__msajapi__AllJoynEnumEvents	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	AllJoynCreateBus	win32.api.msajapi.AllJoynCreateBus	fn__msajapi__AllJoynCreateBus	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	AllJoynAcceptBusConnection	win32.api.msajapi.AllJoynAcceptBusConnection	fn__msajapi__AllJoynAcceptBusConnection	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_unity_deferred_callbacks_process	win32.api.msajapi.alljoyn_unity_deferred_callbacks_process	fn__msajapi__alljoyn_unity_deferred_callbacks_process	0	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_unity_set_deferred_callback_mainthread_only	win32.api.msajapi.alljoyn_unity_set_deferred_callback_mainthread_only	fn__msajapi__alljoyn_unity_set_deferred_callback_mainthread_only	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	QCC_StatusText	win32.api.msajapi.QCC_StatusText	fn__msajapi__QCC_StatusText	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_create	win32.api.msajapi.alljoyn_msgarg_create	fn__msajapi__alljoyn_msgarg_create	0	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_create_and_set	win32.api.msajapi.alljoyn_msgarg_create_and_set	fn__msajapi__alljoyn_msgarg_create_and_set	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_destroy	win32.api.msajapi.alljoyn_msgarg_destroy	fn__msajapi__alljoyn_msgarg_destroy	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_array_create	win32.api.msajapi.alljoyn_msgarg_array_create	fn__msajapi__alljoyn_msgarg_array_create	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_array_element	win32.api.msajapi.alljoyn_msgarg_array_element	fn__msajapi__alljoyn_msgarg_array_element	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_set	win32.api.msajapi.alljoyn_msgarg_set	fn__msajapi__alljoyn_msgarg_set	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_get	win32.api.msajapi.alljoyn_msgarg_get	fn__msajapi__alljoyn_msgarg_get	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_copy	win32.api.msajapi.alljoyn_msgarg_copy	fn__msajapi__alljoyn_msgarg_copy	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_clone	win32.api.msajapi.alljoyn_msgarg_clone	fn__msajapi__alljoyn_msgarg_clone	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_equal	win32.api.msajapi.alljoyn_msgarg_equal	fn__msajapi__alljoyn_msgarg_equal	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_array_set	win32.api.msajapi.alljoyn_msgarg_array_set	fn__msajapi__alljoyn_msgarg_array_set	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_array_get	win32.api.msajapi.alljoyn_msgarg_array_get	fn__msajapi__alljoyn_msgarg_array_get	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_tostring	win32.api.msajapi.alljoyn_msgarg_tostring	fn__msajapi__alljoyn_msgarg_tostring	4	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_array_tostring	win32.api.msajapi.alljoyn_msgarg_array_tostring	fn__msajapi__alljoyn_msgarg_array_tostring	5	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_signature	win32.api.msajapi.alljoyn_msgarg_signature	fn__msajapi__alljoyn_msgarg_signature	3	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_array_signature	win32.api.msajapi.alljoyn_msgarg_array_signature	fn__msajapi__alljoyn_msgarg_array_signature	4	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_hassignature	win32.api.msajapi.alljoyn_msgarg_hassignature	fn__msajapi__alljoyn_msgarg_hassignature	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_getdictelement	win32.api.msajapi.alljoyn_msgarg_getdictelement	fn__msajapi__alljoyn_msgarg_getdictelement	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_gettype	win32.api.msajapi.alljoyn_msgarg_gettype	fn__msajapi__alljoyn_msgarg_gettype	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_clear	win32.api.msajapi.alljoyn_msgarg_clear	fn__msajapi__alljoyn_msgarg_clear	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_stabilize	win32.api.msajapi.alljoyn_msgarg_stabilize	fn__msajapi__alljoyn_msgarg_stabilize	1	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_array_set_offset	win32.api.msajapi.alljoyn_msgarg_array_set_offset	fn__msajapi__alljoyn_msgarg_array_set_offset	4	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_set_and_stabilize	win32.api.msajapi.alljoyn_msgarg_set_and_stabilize	fn__msajapi__alljoyn_msgarg_set_and_stabilize	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_set_uint8	win32.api.msajapi.alljoyn_msgarg_set_uint8	fn__msajapi__alljoyn_msgarg_set_uint8	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_set_bool	win32.api.msajapi.alljoyn_msgarg_set_bool	fn__msajapi__alljoyn_msgarg_set_bool	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_set_int16	win32.api.msajapi.alljoyn_msgarg_set_int16	fn__msajapi__alljoyn_msgarg_set_int16	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_set_uint16	win32.api.msajapi.alljoyn_msgarg_set_uint16	fn__msajapi__alljoyn_msgarg_set_uint16	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_set_int32	win32.api.msajapi.alljoyn_msgarg_set_int32	fn__msajapi__alljoyn_msgarg_set_int32	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_set_uint32	win32.api.msajapi.alljoyn_msgarg_set_uint32	fn__msajapi__alljoyn_msgarg_set_uint32	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_set_int64	win32.api.msajapi.alljoyn_msgarg_set_int64	fn__msajapi__alljoyn_msgarg_set_int64	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_set_uint64	win32.api.msajapi.alljoyn_msgarg_set_uint64	fn__msajapi__alljoyn_msgarg_set_uint64	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_set_double	win32.api.msajapi.alljoyn_msgarg_set_double	fn__msajapi__alljoyn_msgarg_set_double	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_set_string	win32.api.msajapi.alljoyn_msgarg_set_string	fn__msajapi__alljoyn_msgarg_set_string	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_set_objectpath	win32.api.msajapi.alljoyn_msgarg_set_objectpath	fn__msajapi__alljoyn_msgarg_set_objectpath	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_set_signature	win32.api.msajapi.alljoyn_msgarg_set_signature	fn__msajapi__alljoyn_msgarg_set_signature	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_get_uint8	win32.api.msajapi.alljoyn_msgarg_get_uint8	fn__msajapi__alljoyn_msgarg_get_uint8	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_get_bool	win32.api.msajapi.alljoyn_msgarg_get_bool	fn__msajapi__alljoyn_msgarg_get_bool	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_get_int16	win32.api.msajapi.alljoyn_msgarg_get_int16	fn__msajapi__alljoyn_msgarg_get_int16	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_get_uint16	win32.api.msajapi.alljoyn_msgarg_get_uint16	fn__msajapi__alljoyn_msgarg_get_uint16	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_get_int32	win32.api.msajapi.alljoyn_msgarg_get_int32	fn__msajapi__alljoyn_msgarg_get_int32	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_get_uint32	win32.api.msajapi.alljoyn_msgarg_get_uint32	fn__msajapi__alljoyn_msgarg_get_uint32	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_get_int64	win32.api.msajapi.alljoyn_msgarg_get_int64	fn__msajapi__alljoyn_msgarg_get_int64	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_get_uint64	win32.api.msajapi.alljoyn_msgarg_get_uint64	fn__msajapi__alljoyn_msgarg_get_uint64	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_get_double	win32.api.msajapi.alljoyn_msgarg_get_double	fn__msajapi__alljoyn_msgarg_get_double	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_get_string	win32.api.msajapi.alljoyn_msgarg_get_string	fn__msajapi__alljoyn_msgarg_get_string	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_get_objectpath	win32.api.msajapi.alljoyn_msgarg_get_objectpath	fn__msajapi__alljoyn_msgarg_get_objectpath	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_get_signature	win32.api.msajapi.alljoyn_msgarg_get_signature	fn__msajapi__alljoyn_msgarg_get_signature	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_get_variant	win32.api.msajapi.alljoyn_msgarg_get_variant	fn__msajapi__alljoyn_msgarg_get_variant	2	yes	
downlevel	MSAJApi.dll	Devices.AllJoyn	alljoyn_msgarg_set_uint8_array	win32.api.msajapi.alljoyn_msgarg_set_uint8_array	fn__msajapi__alljoyn_msgarg_set_uint8_array	3	yes	
