raw_name	emitted_name	kind	api	owner	reason
DML_TARGET_VERSION	DML_TARGET_VERSION	constant	AI.MachineLearning.DirectML	-	-
DML_TENSOR_DIMENSION_COUNT_MAX	DML_TENSOR_DIMENSION_COUNT_MAX	constant	AI.MachineLearning.DirectML	-	-
DML_TENSOR_DIMENSION_COUNT_MAX1	DML_TENSOR_DIMENSION_COUNT_MAX1	constant	AI.MachineLearning.DirectML	-	-
DML_TEMPORARY_BUFFER_ALIGNMENT	DML_TEMPORARY_BUFFER_ALIGNMENT	constant	AI.MachineLearning.DirectML	-	-
DML_PERSISTENT_BUFFER_ALIGNMENT	DML_PERSISTENT_BUFFER_ALIGNMENT	constant	AI.MachineLearning.DirectML	-	-
DML_MINIMUM_BUFFER_TENSOR_ALIGNMENT	DML_MINIMUM_BUFFER_TENSOR_ALIGNMENT	constant	AI.MachineLearning.DirectML	-	-
WINML_TENSOR_DIMENSION_COUNT_MAX	WINML_TENSOR_DIMENSION_COUNT_MAX	constant	AI.MachineLearning.WinML	-	-
HH_DISPLAY_TOPIC	HH_DISPLAY_TOPIC	constant	Data.HtmlHelp	-	-
HH_HELP_FINDER	HH_HELP_FINDER	constant	Data.HtmlHelp	-	-
HH_DISPLAY_TOC	HH_DISPLAY_TOC	constant	Data.HtmlHelp	-	-
HH_DISPLAY_INDEX	HH_DISPLAY_INDEX	constant	Data.HtmlHelp	-	-
HH_DISPLAY_SEARCH	HH_DISPLAY_SEARCH	constant	Data.HtmlHelp	-	-
HH_SET_WIN_TYPE	HH_SET_WIN_TYPE	constant	Data.HtmlHelp	-	-
HH_GET_WIN_TYPE	HH_GET_WIN_TYPE	constant	Data.HtmlHelp	-	-
HH_GET_WIN_HANDLE	HH_GET_WIN_HANDLE	constant	Data.HtmlHelp	-	-
HH_ENUM_INFO_TYPE	HH_ENUM_INFO_TYPE	constant	Data.HtmlHelp	-	-
HH_SET_INFO_TYPE	HH_SET_INFO_TYPE	constant	Data.HtmlHelp	-	-
HH_SYNC	HH_SYNC	constant	Data.HtmlHelp	-	-
HH_RESERVED1	HH_RESERVED1	constant	Data.HtmlHelp	-	-
HH_RESERVED2	HH_RESERVED2	constant	Data.HtmlHelp	-	-
HH_RESERVED3	HH_RESERVED3	constant	Data.HtmlHelp	-	-
HH_KEYWORD_LOOKUP	HH_KEYWORD_LOOKUP	constant	Data.HtmlHelp	-	-
HH_DISPLAY_TEXT_POPUP	HH_DISPLAY_TEXT_POPUP	constant	Data.HtmlHelp	-	-
HH_HELP_CONTEXT	HH_HELP_CONTEXT	constant	Data.HtmlHelp	-	-
HH_TP_HELP_CONTEXTMENU	HH_TP_HELP_CONTEXTMENU	constant	Data.HtmlHelp	-	-
HH_TP_HELP_WM_HELP	HH_TP_HELP_WM_HELP	constant	Data.HtmlHelp	-	-
HH_CLOSE_ALL	HH_CLOSE_ALL	constant	Data.HtmlHelp	-	-
HH_ALINK_LOOKUP	HH_ALINK_LOOKUP	constant	Data.HtmlHelp	-	-
HH_GET_LAST_ERROR	HH_GET_LAST_ERROR	constant	Data.HtmlHelp	-	-
HH_ENUM_CATEGORY	HH_ENUM_CATEGORY	constant	Data.HtmlHelp	-	-
HH_ENUM_CATEGORY_IT	HH_ENUM_CATEGORY_IT	constant	Data.HtmlHelp	-	-
HH_RESET_IT_FILTER	HH_RESET_IT_FILTER	constant	Data.HtmlHelp	-	-
HH_SET_INCLUSIVE_FILTER	HH_SET_INCLUSIVE_FILTER	constant	Data.HtmlHelp	-	-
HH_SET_EXCLUSIVE_FILTER	HH_SET_EXCLUSIVE_FILTER	constant	Data.HtmlHelp	-	-
HH_INITIALIZE	HH_INITIALIZE	constant	Data.HtmlHelp	-	-
HH_UNINITIALIZE	HH_UNINITIALIZE	constant	Data.HtmlHelp	-	-
HH_SET_QUERYSERVICE	HH_SET_QUERYSERVICE	constant	Data.HtmlHelp	-	-
HH_PRETRANSLATEMESSAGE	HH_PRETRANSLATEMESSAGE	constant	Data.HtmlHelp	-	-
HH_SET_GLOBAL_PROPERTY	HH_SET_GLOBAL_PROPERTY	constant	Data.HtmlHelp	-	-
HH_SAFE_DISPLAY_TOPIC	HH_SAFE_DISPLAY_TOPIC	constant	Data.HtmlHelp	-	-
HHWIN_PROP_TAB_AUTOHIDESHOW	HHWIN_PROP_TAB_AUTOHIDESHOW	constant	Data.HtmlHelp	-	-
HHWIN_PROP_ONTOP	HHWIN_PROP_ONTOP	constant	Data.HtmlHelp	-	-
HHWIN_PROP_NOTITLEBAR	HHWIN_PROP_NOTITLEBAR	constant	Data.HtmlHelp	-	-
HHWIN_PROP_NODEF_STYLES	HHWIN_PROP_NODEF_STYLES	constant	Data.HtmlHelp	-	-
HHWIN_PROP_NODEF_EXSTYLES	HHWIN_PROP_NODEF_EXSTYLES	constant	Data.HtmlHelp	-	-
HHWIN_PROP_TRI_PANE	HHWIN_PROP_TRI_PANE	constant	Data.HtmlHelp	-	-
HHWIN_PROP_NOTB_TEXT	HHWIN_PROP_NOTB_TEXT	constant	Data.HtmlHelp	-	-
HHWIN_PROP_POST_QUIT	HHWIN_PROP_POST_QUIT	constant	Data.HtmlHelp	-	-
HHWIN_PROP_AUTO_SYNC	HHWIN_PROP_AUTO_SYNC	constant	Data.HtmlHelp	-	-
HHWIN_PROP_TRACKING	HHWIN_PROP_TRACKING	constant	Data.HtmlHelp	-	-
HHWIN_PROP_TAB_SEARCH	HHWIN_PROP_TAB_SEARCH	constant	Data.HtmlHelp	-	-
HHWIN_PROP_TAB_HISTORY	HHWIN_PROP_TAB_HISTORY	constant	Data.HtmlHelp	-	-
HHWIN_PROP_TAB_FAVORITES	HHWIN_PROP_TAB_FAVORITES	constant	Data.HtmlHelp	-	-
HHWIN_PROP_CHANGE_TITLE	HHWIN_PROP_CHANGE_TITLE	constant	Data.HtmlHelp	-	-
HHWIN_PROP_NAV_ONLY_WIN	HHWIN_PROP_NAV_ONLY_WIN	constant	Data.HtmlHelp	-	-
HHWIN_PROP_NO_TOOLBAR	HHWIN_PROP_NO_TOOLBAR	constant	Data.HtmlHelp	-	-
HHWIN_PROP_MENU	HHWIN_PROP_MENU	constant	Data.HtmlHelp	-	-
HHWIN_PROP_TAB_ADVSEARCH	HHWIN_PROP_TAB_ADVSEARCH	constant	Data.HtmlHelp	-	-
HHWIN_PROP_USER_POS	HHWIN_PROP_USER_POS	constant	Data.HtmlHelp	-	-
HHWIN_PROP_TAB_CUSTOM1	HHWIN_PROP_TAB_CUSTOM1	constant	Data.HtmlHelp	-	-
HHWIN_PROP_TAB_CUSTOM2	HHWIN_PROP_TAB_CUSTOM2	constant	Data.HtmlHelp	-	-
HHWIN_PROP_TAB_CUSTOM3	HHWIN_PROP_TAB_CUSTOM3	constant	Data.HtmlHelp	-	-
HHWIN_PROP_TAB_CUSTOM4	HHWIN_PROP_TAB_CUSTOM4	constant	Data.HtmlHelp	-	-
HHWIN_PROP_TAB_CUSTOM5	HHWIN_PROP_TAB_CUSTOM5	constant	Data.HtmlHelp	-	-
HHWIN_PROP_TAB_CUSTOM6	HHWIN_PROP_TAB_CUSTOM6	constant	Data.HtmlHelp	-	-
HHWIN_PROP_TAB_CUSTOM7	HHWIN_PROP_TAB_CUSTOM7	constant	Data.HtmlHelp	-	-
HHWIN_PROP_TAB_CUSTOM8	HHWIN_PROP_TAB_CUSTOM8	constant	Data.HtmlHelp	-	-
HHWIN_PROP_TAB_CUSTOM9	HHWIN_PROP_TAB_CUSTOM9	constant	Data.HtmlHelp	-	-
HHWIN_TB_MARGIN	HHWIN_TB_MARGIN	constant	Data.HtmlHelp	-	-
HHWIN_PARAM_PROPERTIES	HHWIN_PARAM_PROPERTIES	constant	Data.HtmlHelp	-	-
HHWIN_PARAM_STYLES	HHWIN_PARAM_STYLES	constant	Data.HtmlHelp	-	-
HHWIN_PARAM_EXSTYLES	HHWIN_PARAM_EXSTYLES	constant	Data.HtmlHelp	-	-
HHWIN_PARAM_RECT	HHWIN_PARAM_RECT	constant	Data.HtmlHelp	-	-
HHWIN_PARAM_NAV_WIDTH	HHWIN_PARAM_NAV_WIDTH	constant	Data.HtmlHelp	-	-
HHWIN_PARAM_SHOWSTATE	HHWIN_PARAM_SHOWSTATE	constant	Data.HtmlHelp	-	-
HHWIN_PARAM_INFOTYPES	HHWIN_PARAM_INFOTYPES	constant	Data.HtmlHelp	-	-
HHWIN_PARAM_TB_FLAGS	HHWIN_PARAM_TB_FLAGS	constant	Data.HtmlHelp	-	-
HHWIN_PARAM_EXPANSION	HHWIN_PARAM_EXPANSION	constant	Data.HtmlHelp	-	-
HHWIN_PARAM_TABPOS	HHWIN_PARAM_TABPOS	constant	Data.HtmlHelp	-	-
HHWIN_PARAM_TABORDER	HHWIN_PARAM_TABORDER	constant	Data.HtmlHelp	-	-
HHWIN_PARAM_HISTORY_COUNT	HHWIN_PARAM_HISTORY_COUNT	constant	Data.HtmlHelp	-	-
HHWIN_PARAM_CUR_TAB	HHWIN_PARAM_CUR_TAB	constant	Data.HtmlHelp	-	-
HHWIN_BUTTON_EXPAND	HHWIN_BUTTON_EXPAND	constant	Data.HtmlHelp	-	-
HHWIN_BUTTON_BACK	HHWIN_BUTTON_BACK	constant	Data.HtmlHelp	-	-
HHWIN_BUTTON_FORWARD	HHWIN_BUTTON_FORWARD	constant	Data.HtmlHelp	-	-
HHWIN_BUTTON_STOP	HHWIN_BUTTON_STOP	constant	Data.HtmlHelp	-	-
HHWIN_BUTTON_REFRESH	HHWIN_BUTTON_REFRESH	constant	Data.HtmlHelp	-	-
HHWIN_BUTTON_HOME	HHWIN_BUTTON_HOME	constant	Data.HtmlHelp	-	-
HHWIN_BUTTON_BROWSE_FWD	HHWIN_BUTTON_BROWSE_FWD	constant	Data.HtmlHelp	-	-
HHWIN_BUTTON_BROWSE_BCK	HHWIN_BUTTON_BROWSE_BCK	constant	Data.HtmlHelp	-	-
HHWIN_BUTTON_NOTES	HHWIN_BUTTON_NOTES	constant	Data.HtmlHelp	-	-
HHWIN_BUTTON_CONTENTS	HHWIN_BUTTON_CONTENTS	constant	Data.HtmlHelp	-	-
HHWIN_BUTTON_SYNC	HHWIN_BUTTON_SYNC	constant	Data.HtmlHelp	-	-
HHWIN_BUTTON_OPTIONS	HHWIN_BUTTON_OPTIONS	constant	Data.HtmlHelp	-	-
HHWIN_BUTTON_PRINT	HHWIN_BUTTON_PRINT	constant	Data.HtmlHelp	-	-
HHWIN_BUTTON_INDEX	HHWIN_BUTTON_INDEX	constant	Data.HtmlHelp	-	-
HHWIN_BUTTON_SEARCH	HHWIN_BUTTON_SEARCH	constant	Data.HtmlHelp	-	-
HHWIN_BUTTON_HISTORY	HHWIN_BUTTON_HISTORY	constant	Data.HtmlHelp	-	-
HHWIN_BUTTON_FAVORITES	HHWIN_BUTTON_FAVORITES	constant	Data.HtmlHelp	-	-
HHWIN_BUTTON_JUMP1	HHWIN_BUTTON_JUMP1	constant	Data.HtmlHelp	-	-
HHWIN_BUTTON_JUMP2	HHWIN_BUTTON_JUMP2	constant	Data.HtmlHelp	-	-
HHWIN_BUTTON_ZOOM	HHWIN_BUTTON_ZOOM	constant	Data.HtmlHelp	-	-
HHWIN_BUTTON_TOC_NEXT	HHWIN_BUTTON_TOC_NEXT	constant	Data.HtmlHelp	-	-
HHWIN_BUTTON_TOC_PREV	HHWIN_BUTTON_TOC_PREV	constant	Data.HtmlHelp	-	-
IDTB_EXPAND	IDTB_EXPAND	constant	Data.HtmlHelp	-	-
IDTB_CONTRACT	IDTB_CONTRACT	constant	Data.HtmlHelp	-	-
IDTB_STOP	IDTB_STOP	constant	Data.HtmlHelp	-	-
IDTB_REFRESH	IDTB_REFRESH	constant	Data.HtmlHelp	-	-
IDTB_BACK	IDTB_BACK	constant	Data.HtmlHelp	-	-
IDTB_HOME	IDTB_HOME	constant	Data.HtmlHelp	-	-
IDTB_SYNC	IDTB_SYNC	constant	Data.HtmlHelp	-	-
IDTB_PRINT	IDTB_PRINT	constant	Data.HtmlHelp	-	-
IDTB_OPTIONS	IDTB_OPTIONS	constant	Data.HtmlHelp	-	-
IDTB_FORWARD	IDTB_FORWARD	constant	Data.HtmlHelp	-	-
IDTB_NOTES	IDTB_NOTES	constant	Data.HtmlHelp	-	-
IDTB_BROWSE_FWD	IDTB_BROWSE_FWD	constant	Data.HtmlHelp	-	-
IDTB_BROWSE_BACK	IDTB_BROWSE_BACK	constant	Data.HtmlHelp	-	-
IDTB_CONTENTS	IDTB_CONTENTS	constant	Data.HtmlHelp	-	-
IDTB_INDEX	IDTB_INDEX	constant	Data.HtmlHelp	-	-
IDTB_SEARCH	IDTB_SEARCH	constant	Data.HtmlHelp	-	-
IDTB_HISTORY	IDTB_HISTORY	constant	Data.HtmlHelp	-	-
IDTB_FAVORITES	IDTB_FAVORITES	constant	Data.HtmlHelp	-	-
IDTB_JUMP1	IDTB_JUMP1	constant	Data.HtmlHelp	-	-
IDTB_JUMP2	IDTB_JUMP2	constant	Data.HtmlHelp	-	-
IDTB_CUSTOMIZE	IDTB_CUSTOMIZE	constant	Data.HtmlHelp	-	-
IDTB_ZOOM	IDTB_ZOOM	constant	Data.HtmlHelp	-	-
IDTB_TOC_NEXT	IDTB_TOC_NEXT	constant	Data.HtmlHelp	-	-
IDTB_TOC_PREV	IDTB_TOC_PREV	constant	Data.HtmlHelp	-	-
HH_MAX_TABS	HH_MAX_TABS	constant	Data.HtmlHelp	-	-
HH_FTS_DEFAULT_PROXIMITY	HH_FTS_DEFAULT_PROXIMITY	constant	Data.HtmlHelp	-	-
PROP_ADD	PROP_ADD	constant	Data.HtmlHelp	-	-
PROP_DELETE	PROP_DELETE	constant	Data.HtmlHelp	-	-
PROP_UPDATE	PROP_UPDATE	constant	Data.HtmlHelp	-	-
TYPE_VALUE	TYPE_VALUE	constant	Data.HtmlHelp	-	-
TYPE_POINTER	TYPE_POINTER	constant	Data.HtmlHelp	-	-
TYPE_STRING	TYPE_STRING	constant	Data.HtmlHelp	-	-
STDPROP_UID	STDPROP_UID	constant	Data.HtmlHelp	-	-
STDPROP_TITLE	STDPROP_TITLE	constant	Data.HtmlHelp	-	-
STDPROP_USERDATA	STDPROP_USERDATA	constant	Data.HtmlHelp	-	-
STDPROP_KEY	STDPROP_KEY	constant	Data.HtmlHelp	-	-
STDPROP_SORTKEY	STDPROP_SORTKEY	constant	Data.HtmlHelp	-	-
STDPROP_DISPLAYKEY	STDPROP_DISPLAYKEY	constant	Data.HtmlHelp	-	-
STDPROP_SORTORDINAL	STDPROP_SORTORDINAL	constant	Data.HtmlHelp	-	-
STDPROP_INDEX_TEXT	STDPROP_INDEX_TEXT	constant	Data.HtmlHelp	-	-
STDPROP_INDEX_VFLD	STDPROP_INDEX_VFLD	constant	Data.HtmlHelp	-	-
STDPROP_INDEX_DTYPE	STDPROP_INDEX_DTYPE	constant	Data.HtmlHelp	-	-
STDPROP_INDEX_LENGTH	STDPROP_INDEX_LENGTH	constant	Data.HtmlHelp	-	-
STDPROP_INDEX_BREAK	STDPROP_INDEX_BREAK	constant	Data.HtmlHelp	-	-
STDPROP_INDEX_TERM	STDPROP_INDEX_TERM	constant	Data.HtmlHelp	-	-
STDPROP_INDEX_TERM_RAW_LENGTH	STDPROP_INDEX_TERM_RAW_LENGTH	constant	Data.HtmlHelp	-	-
STDPROP_USERPROP_BASE	STDPROP_USERPROP_BASE	constant	Data.HtmlHelp	-	-
STDPROP_USERPROP_MAX	STDPROP_USERPROP_MAX	constant	Data.HtmlHelp	-	-
SZ_WWDEST_GLOBAL	SZ_WWDEST_GLOBAL	constant	Data.HtmlHelp	-	-
SZ_WWDEST_KEY	SZ_WWDEST_KEY	constant	Data.HtmlHelp	-	-
SZ_WWDEST_OCC	SZ_WWDEST_OCC	constant	Data.HtmlHelp	-	-
ITWW_OPEN_NOCONNECT	ITWW_OPEN_NOCONNECT	constant	Data.HtmlHelp	-	-
ITWW_CBKEY_MAX	ITWW_CBKEY_MAX	constant	Data.HtmlHelp	-	-
IITWBC_BREAK_ACCEPT_WILDCARDS	IITWBC_BREAK_ACCEPT_WILDCARDS	constant	Data.HtmlHelp	-	-
IITWBC_BREAK_AND_STEM	IITWBC_BREAK_AND_STEM	constant	Data.HtmlHelp	-	-
E_NOTEXIST	E_NOTEXIST	constant	Data.HtmlHelp	-	-
E_DUPLICATE	E_DUPLICATE	constant	Data.HtmlHelp	-	-
E_BADVERSION	E_BADVERSION	constant	Data.HtmlHelp	-	-
E_BADFILE	E_BADFILE	constant	Data.HtmlHelp	-	-
E_BADFORMAT	E_BADFORMAT	constant	Data.HtmlHelp	-	-
E_NOPERMISSION	E_NOPERMISSION	constant	Data.HtmlHelp	-	-
E_ASSERT	E_ASSERT	constant	Data.HtmlHelp	-	-
E_INTERRUPT	E_INTERRUPT	constant	Data.HtmlHelp	-	-
E_NOTSUPPORTED	E_NOTSUPPORTED	constant	Data.HtmlHelp	-	-
E_OUTOFRANGE	E_OUTOFRANGE	constant	Data.HtmlHelp	-	-
E_GROUPIDTOOBIG	E_GROUPIDTOOBIG	constant	Data.HtmlHelp	-	-
E_TOOMANYTITLES	E_TOOMANYTITLES	constant	Data.HtmlHelp	-	-
E_NOMERGEDDATA	E_NOMERGEDDATA	constant	Data.HtmlHelp	-	-
E_NOTFOUND	E_NOTFOUND	constant	Data.HtmlHelp	-	-
E_CANTFINDDLL	E_CANTFINDDLL	constant	Data.HtmlHelp	-	-
E_NOHANDLE	E_NOHANDLE	constant	Data.HtmlHelp	-	-
E_GETLASTERROR	E_GETLASTERROR	constant	Data.HtmlHelp	-	-
E_BADPARAM	E_BADPARAM	constant	Data.HtmlHelp	-	-
E_INVALIDSTATE	E_INVALIDSTATE	constant	Data.HtmlHelp	-	-
E_NOTOPEN	E_NOTOPEN	constant	Data.HtmlHelp	-	-
E_ALREADYOPEN	E_ALREADYOPEN	constant	Data.HtmlHelp	-	-
E_UNKNOWN_TRANSPORT	E_UNKNOWN_TRANSPORT	constant	Data.HtmlHelp	-	-
E_UNSUPPORTED_TRANSPORT	E_UNSUPPORTED_TRANSPORT	constant	Data.HtmlHelp	-	-
E_BADFILTERSIZE	E_BADFILTERSIZE	constant	Data.HtmlHelp	-	-
E_TOOMANYOBJECTS	E_TOOMANYOBJECTS	constant	Data.HtmlHelp	-	-
E_NAMETOOLONG	E_NAMETOOLONG	constant	Data.HtmlHelp	-	-
E_FILECREATE	E_FILECREATE	constant	Data.HtmlHelp	-	-
E_FILECLOSE	E_FILECLOSE	constant	Data.HtmlHelp	-	-
E_FILEREAD	E_FILEREAD	constant	Data.HtmlHelp	-	-
E_FILESEEK	E_FILESEEK	constant	Data.HtmlHelp	-	-
E_FILEWRITE	E_FILEWRITE	constant	Data.HtmlHelp	-	-
E_FILEDELETE	E_FILEDELETE	constant	Data.HtmlHelp	-	-
E_FILEINVALID	E_FILEINVALID	constant	Data.HtmlHelp	-	-
E_FILENOTFOUND	E_FILENOTFOUND	constant	Data.HtmlHelp	-	-
E_DISKFULL	E_DISKFULL	constant	Data.HtmlHelp	-	-
E_TOOMANYTOPICS	E_TOOMANYTOPICS	constant	Data.HtmlHelp	-	-
E_TOOMANYDUPS	E_TOOMANYDUPS	constant	Data.HtmlHelp	-	-
E_TREETOOBIG	E_TREETOOBIG	constant	Data.HtmlHelp	-	-
E_BADBREAKER	E_BADBREAKER	constant	Data.HtmlHelp	-	-
E_BADVALUE	E_BADVALUE	constant	Data.HtmlHelp	-	-
E_ALL_WILD	E_ALL_WILD	constant	Data.HtmlHelp	-	-
E_TOODEEP	E_TOODEEP	constant	Data.HtmlHelp	-	-
E_EXPECTEDTERM	E_EXPECTEDTERM	constant	Data.HtmlHelp	-	-
E_MISSLPAREN	E_MISSLPAREN	constant	Data.HtmlHelp	-	-
E_MISSRPAREN	E_MISSRPAREN	constant	Data.HtmlHelp	-	-
E_MISSQUOTE	E_MISSQUOTE	constant	Data.HtmlHelp	-	-
E_NULLQUERY	E_NULLQUERY	constant	Data.HtmlHelp	-	-
E_STOPWORD	E_STOPWORD	constant	Data.HtmlHelp	-	-
E_BADRANGEOP	E_BADRANGEOP	constant	Data.HtmlHelp	-	-
E_UNMATCHEDTYPE	E_UNMATCHEDTYPE	constant	Data.HtmlHelp	-	-
E_WORDTOOLONG	E_WORDTOOLONG	constant	Data.HtmlHelp	-	-
E_BADINDEXFLAGS	E_BADINDEXFLAGS	constant	Data.HtmlHelp	-	-
E_WILD_IN_DTYPE	E_WILD_IN_DTYPE	constant	Data.HtmlHelp	-	-
E_NOSTEMMER	E_NOSTEMMER	constant	Data.HtmlHelp	-	-
E_MISSINGPROP	E_MISSINGPROP	constant	Data.HtmlHelp	-	-
E_PROPLISTNOTEMPTY	E_PROPLISTNOTEMPTY	constant	Data.HtmlHelp	-	-
E_PROPLISTEMPTY	E_PROPLISTEMPTY	constant	Data.HtmlHelp	-	-
E_ALREADYINIT	E_ALREADYINIT	constant	Data.HtmlHelp	-	-
E_NOTINIT	E_NOTINIT	constant	Data.HtmlHelp	-	-
E_RESULTSETEMPTY	E_RESULTSETEMPTY	constant	Data.HtmlHelp	-	-
E_TOOMANYCOLUMNS	E_TOOMANYCOLUMNS	constant	Data.HtmlHelp	-	-
E_NOKEYPROP	E_NOKEYPROP	constant	Data.HtmlHelp	-	-
MAX_COLUMNS	MAX_COLUMNS	constant	Data.HtmlHelp	-	-
HHWIN_NAVTYPE_TOC	HHWIN_NAVTYPE_TOC	constant	Data.HtmlHelp	-	-
HHWIN_NAVTYPE_INDEX	HHWIN_NAVTYPE_INDEX	constant	Data.HtmlHelp	-	-
HHWIN_NAVTYPE_SEARCH	HHWIN_NAVTYPE_SEARCH	constant	Data.HtmlHelp	-	-
HHWIN_NAVTYPE_FAVORITES	HHWIN_NAVTYPE_FAVORITES	constant	Data.HtmlHelp	-	-
HHWIN_NAVTYPE_HISTORY	HHWIN_NAVTYPE_HISTORY	constant	Data.HtmlHelp	-	-
HHWIN_NAVTYPE_AUTHOR	HHWIN_NAVTYPE_AUTHOR	constant	Data.HtmlHelp	-	-
HHWIN_NAVTYPE_CUSTOM_FIRST	HHWIN_NAVTYPE_CUSTOM_FIRST	constant	Data.HtmlHelp	-	-
IT_INCLUSIVE	IT_INCLUSIVE	constant	Data.HtmlHelp	-	-
IT_EXCLUSIVE	IT_EXCLUSIVE	constant	Data.HtmlHelp	-	-
IT_HIDDEN	IT_HIDDEN	constant	Data.HtmlHelp	-	-
HHWIN_NAVTAB_TOP	HHWIN_NAVTAB_TOP	constant	Data.HtmlHelp	-	-
HHWIN_NAVTAB_LEFT	HHWIN_NAVTAB_LEFT	constant	Data.HtmlHelp	-	-
HHWIN_NAVTAB_BOTTOM	HHWIN_NAVTAB_BOTTOM	constant	Data.HtmlHelp	-	-
HH_TAB_CONTENTS	HH_TAB_CONTENTS	constant	Data.HtmlHelp	-	-
HH_TAB_INDEX	HH_TAB_INDEX	constant	Data.HtmlHelp	-	-
HH_TAB_SEARCH	HH_TAB_SEARCH	constant	Data.HtmlHelp	-	-
HH_TAB_FAVORITES	HH_TAB_FAVORITES	constant	Data.HtmlHelp	-	-
HH_TAB_HISTORY	HH_TAB_HISTORY	constant	Data.HtmlHelp	-	-
HH_TAB_AUTHOR	HH_TAB_AUTHOR	constant	Data.HtmlHelp	-	-
HH_TAB_CUSTOM_FIRST	HH_TAB_CUSTOM_FIRST	constant	Data.HtmlHelp	-	-
HH_TAB_CUSTOM_LAST	HH_TAB_CUSTOM_LAST	constant	Data.HtmlHelp	-	-
HHACT_TAB_CONTENTS	HHACT_TAB_CONTENTS	constant	Data.HtmlHelp	-	-
HHACT_TAB_INDEX	HHACT_TAB_INDEX	constant	Data.HtmlHelp	-	-
HHACT_TAB_SEARCH	HHACT_TAB_SEARCH	constant	Data.HtmlHelp	-	-
HHACT_TAB_HISTORY	HHACT_TAB_HISTORY	constant	Data.HtmlHelp	-	-
HHACT_TAB_FAVORITES	HHACT_TAB_FAVORITES	constant	Data.HtmlHelp	-	-
HHACT_EXPAND	HHACT_EXPAND	constant	Data.HtmlHelp	-	-
HHACT_CONTRACT	HHACT_CONTRACT	constant	Data.HtmlHelp	-	-
HHACT_BACK	HHACT_BACK	constant	Data.HtmlHelp	-	-
HHACT_FORWARD	HHACT_FORWARD	constant	Data.HtmlHelp	-	-
HHACT_STOP	HHACT_STOP	constant	Data.HtmlHelp	-	-
HHACT_REFRESH	HHACT_REFRESH	constant	Data.HtmlHelp	-	-
HHACT_HOME	HHACT_HOME	constant	Data.HtmlHelp	-	-
HHACT_SYNC	HHACT_SYNC	constant	Data.HtmlHelp	-	-
HHACT_OPTIONS	HHACT_OPTIONS	constant	Data.HtmlHelp	-	-
HHACT_PRINT	HHACT_PRINT	constant	Data.HtmlHelp	-	-
HHACT_HIGHLIGHT	HHACT_HIGHLIGHT	constant	Data.HtmlHelp	-	-
HHACT_CUSTOMIZE	HHACT_CUSTOMIZE	constant	Data.HtmlHelp	-	-
HHACT_JUMP1	HHACT_JUMP1	constant	Data.HtmlHelp	-	-
HHACT_JUMP2	HHACT_JUMP2	constant	Data.HtmlHelp	-	-
HHACT_ZOOM	HHACT_ZOOM	constant	Data.HtmlHelp	-	-
HHACT_TOC_NEXT	HHACT_TOC_NEXT	constant	Data.HtmlHelp	-	-
HHACT_TOC_PREV	HHACT_TOC_PREV	constant	Data.HtmlHelp	-	-
HHACT_NOTES	HHACT_NOTES	constant	Data.HtmlHelp	-	-
HHACT_LAST_ENUM	HHACT_LAST_ENUM	constant	Data.HtmlHelp	-	-
DRMHANDLE_INVALID	DRMHANDLE_INVALID	constant	Data.RightsManagement	-	-
DRMENVHANDLE_INVALID	DRMENVHANDLE_INVALID	constant	Data.RightsManagement	-	-
DRMQUERYHANDLE_INVALID	DRMQUERYHANDLE_INVALID	constant	Data.RightsManagement	-	-
DRMHSESSION_INVALID	DRMHSESSION_INVALID	constant	Data.RightsManagement	-	-
DRMPUBHANDLE_INVALID	DRMPUBHANDLE_INVALID	constant	Data.RightsManagement	-	-
DRM_AL_NONSILENT	DRM_AL_NONSILENT	constant	Data.RightsManagement	-	-
DRM_AL_NOPERSIST	DRM_AL_NOPERSIST	constant	Data.RightsManagement	-	-
DRM_AL_CANCEL	DRM_AL_CANCEL	constant	Data.RightsManagement	-	-
DRM_AL_FETCHNOADVISORY	DRM_AL_FETCHNOADVISORY	constant	Data.RightsManagement	-	-
DRM_AL_NOUI	DRM_AL_NOUI	constant	Data.RightsManagement	-	-
DRM_ACTIVATE_MACHINE	DRM_ACTIVATE_MACHINE	constant	Data.RightsManagement	-	-
DRM_ACTIVATE_GROUPIDENTITY	DRM_ACTIVATE_GROUPIDENTITY	constant	Data.RightsManagement	-	-
DRM_ACTIVATE_TEMPORARY	DRM_ACTIVATE_TEMPORARY	constant	Data.RightsManagement	-	-
DRM_ACTIVATE_CANCEL	DRM_ACTIVATE_CANCEL	constant	Data.RightsManagement	-	-
DRM_ACTIVATE_SILENT	DRM_ACTIVATE_SILENT	constant	Data.RightsManagement	-	-
DRM_ACTIVATE_SHARED_GROUPIDENTITY	DRM_ACTIVATE_SHARED_GROUPIDENTITY	constant	Data.RightsManagement	-	-
DRM_ACTIVATE_DELAYED	DRM_ACTIVATE_DELAYED	constant	Data.RightsManagement	-	-
DRM_EL_MACHINE	DRM_EL_MACHINE	constant	Data.RightsManagement	-	-
DRM_EL_GROUPIDENTITY	DRM_EL_GROUPIDENTITY	constant	Data.RightsManagement	-	-
DRM_EL_GROUPIDENTITY_NAME	DRM_EL_GROUPIDENTITY_NAME	constant	Data.RightsManagement	-	-
DRM_EL_GROUPIDENTITY_LID	DRM_EL_GROUPIDENTITY_LID	constant	Data.RightsManagement	-	-
